message,is_otp,split
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,0,train
Security code: 883553. Do not share.,1,train
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0,val
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,train
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,train
Urgent: Your bank account is compromised. Call 888346 now.,1,train
Can you talk with me..,0,train
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",0,train
"I am real, baby! I want to bring out your inner tigress...",0,train
Enter 507157 to complete your login.,1,train
"Machan you go to gym tomorrow,  i wil come late goodnight.",0,train
Security code: 877614. Do not share.,1,train
Your verification code is 511287.,1,train
Security code: 829259. Do not share.,1,train
Security code: 158559. Do not share.,1,train
K.k.how is your business now?,0,train
Security code: 201947. Do not share.,1,train
291805 is your OTP to log in.,1,train
So wat's da decision?,0,train
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0,train
956340 is your OTP to log in.,1,train
How do you guys go to see movies on your side.,0,train
Enter 542051 to complete your login.,1,val
Security code: 526914. Do not share.,1,train
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,0,train
Use 205372 to verify your account.,1,train
Use 882314 to verify your account.,1,train
Security code: 126022. Do not share.,1,train
Use 210784 to verify your account.,1,train
Try to do something dear. You read something for exams,0,train
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0,train
Use 167674 to verify your account.,1,train
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,train
Enter 281495 to complete your login.,1,train
612259 is your OTP to log in.,1,train
Are you wet right now?,0,train
Bring home some Wendy =D,0,train
Security code: 577973. Do not share.,1,train
Your verification code is 924384.,1,train
Security code: 318397. Do not share.,1,train
113772 is your OTP to log in.,1,train
Hmm thinking lor...,0,train
981842 is your OTP to log in.,1,train
Your verification code is 153870.,1,train
I'm in office now da:)where are you?,0,train
Enter 380902 to complete your login.,1,train
370631 is your OTP to log in.,1,train
And now electricity just went out fml.,0,train
Congratulations! You've won a free gift. Claim now using code 479353.,1,train
Congratulations! You've won a free gift. Claim now using code 517101.,1,train
I'm done...,0,train
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,train
132586 is your OTP to log in.,1,train
Enter 897565 to complete your login.,1,train
119563 is your OTP to log in.,1,train
Your verification code is 965204.,1,train
Security code: 787438. Do not share.,1,train
Security code: 170016. Do not share.,1,train
"Yo, the game almost over? Want to go to walmart soon",0,train
Your verification code is 401438.,1,train
Your verification code is 884641.,1,train
141246 is your OTP to log in.,1,train
291008 is your OTP to log in.,1,train
Use 724138 to verify your account.,1,train
505801 is your OTP to log in.,1,train
Will be out of class in a few hours. Sorry,0,train
619184 is your OTP to log in.,1,train
131381 is your OTP to log in.,1,train
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",0,train
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,0,train
Enter 200503 to complete your login.,1,train
She doesnt need any test.,0,train
Your account will be locked. Enter 742662 at our fake portal.,1,train
Oh wow thats gay. Will firmware update help,0,train
Your verification code is 283468.,1,train
Your verification code is 629798.,1,train
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,0,train
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0,train
Security code: 936733. Do not share.,1,train
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",0,train
Shall i send that exe to your mail id.,0,train
Your verification code is 511719.,1,train
"I shall book chez jules for half eight, if that's ok with you?",0,train
Enter 116523 to complete your login.,1,train
Security code: 424274. Do not share.,1,train
Lol great now im getting hungry.,0,train
Your verification code is 372137.,1,train
Security code: 151089. Do not share.,1,val
Urgent: Your bank account is compromised. Call 849267 now.,1,train
Use 478203 to verify your account.,1,train
Use 243304 to verify your account.,1,train
Update your face book status frequently :),0,train
Get a loan approved instantly. Reply with 228328.,1,train
Your verification code is 779873.,1,train
Get a loan approved instantly. Reply with 950062.,1,train
K do I need a login or anything,0,train
Enter 205661 to complete your login.,1,train
Security code: 510574. Do not share.,1,train
796692 is your OTP to log in.,1,train
Your verification code is 637186.,1,train
222624 is your OTP to log in.,1,train
Enter 280615 to complete your login.,1,train
Security code: 680963. Do not share.,1,train
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,train
492825 is your OTP to log in.,1,val
611357 is your OTP to log in.,1,val
Congratulations! You've won a free gift. Claim now using code 195346.,1,val
Your verification code is 917376.,1,train
Ok leave no need to ask,0,train
FreeMsg>FAV XMAS TONES!Reply REAL,0,train
207101 is your OTP to log in.,1,train
182600 is your OTP to log in.,1,train
Security code: 877080. Do not share.,1,train
Enter 210413 to complete your login.,1,train
Use 767600 to verify your account.,1,train
614095 is your OTP to log in.,1,train
Enter 883146 to complete your login.,1,train
Enter 704110 to complete your login.,1,train
Long beach lor. Expected... U having dinner now?,0,train
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,0,train
Your verification code is 500862.,1,train
Your verification code is 738806.,1,train
927069 is your OTP to log in.,1,train
Security code: 518707. Do not share.,1,val
Urgent: Your bank account is compromised. Call 898346 now.,1,train
ILL B DOWN SOON,0,train
Lol. Well quality aint bad at all so i aint complaining,0,val
Use 804401 to verify your account.,1,train
Security code: 958683. Do not share.,1,train
155485 is your OTP to log in.,1,train
Security code: 310830. Do not share.,1,train
Security code: 893225. Do not share.,1,train
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,0,train
Your verification code is 237193.,1,train
Your verification code is 979694.,1,train
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,0,val
Your verification code is 875902.,1,train
Enter 878831 to complete your login.,1,train
Enter 192492 to complete your login.,1,train
Security code: 791109. Do not share.,1,train
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,train
You have got tallent but you are wasting.,0,train
281779 is your OTP to log in.,1,train
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0,train
Enter 325079 to complete your login.,1,train
245337 is your OTP to log in.,1,train
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,train
840982 is your OTP to log in.,1,train
Your verification code is 762040.,1,train
668710 is your OTP to log in.,1,train
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,0,val
Enter 121846 to complete your login.,1,train
Your verification code is 475989.,1,train
Your verification code is 347445.,1,train
Security code: 901353. Do not share.,1,train
Lol for real. She told my dad I have cancer,0,train
Security code: 929083. Do not share.,1,train
Security code: 494752. Do not share.,1,train
Use 827981 to verify your account.,1,train
Okie,0,train
Use 352946 to verify your account.,1,train
969183 is your OTP to log in.,1,train
Your verification code is 983606.,1,train
485933 is your OTP to log in.,1,train
Win a new iPhone by entering code 956875 here!,1,train
Urgent: Your bank account is compromised. Call 906246 now.,1,train
Security code: 593120. Do not share.,1,train
415597 is your OTP to log in.,1,train
Enter 106166 to complete your login.,1,train
Urgent: Your bank account is compromised. Call 850132 now.,1,train
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",0,train
"Thursday night? Yeah, sure thing, we'll work it out then",0,train
455344 is your OTP to log in.,1,train
Hey you can pay. With salary de. Only  &lt;#&gt; .,0,train
Enter 485186 to complete your login.,1,train
The evo. I just had to download flash. Jealous?,0,train
Lol no. Just trying to make your day a little more interesting,0,train
Your verification code is 988188.,1,train
Enter 981813 to complete your login.,1,train
307208 is your OTP to log in.,1,train
Security code: 365238. Do not share.,1,train
Your verification code is 395381.,1,train
Enter 567384 to complete your login.,1,train
Security code: 782145. Do not share.,1,train
Enter 336382 to complete your login.,1,train
My phone,0,train
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,train
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,0,train
Your verification code is 341924.,1,train
Enter 558301 to complete your login.,1,train
Use 698975 to verify your account.,1,train
Security code: 996110. Do not share.,1,train
Use 422823 to verify your account.,1,train
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0,train
Security code: 573525. Do not share.,1,train
Security code: 682765. Do not share.,1,train
Your verification code is 184066.,1,train
Discussed with your mother ah?,0,val
Great. Never been better. Each day gives even more reasons to thank God,0,train
Your verification code is 732262.,1,train
 &lt;#&gt;  mins but i had to stop somewhere first.,0,train
Just finished. Missing you plenty,0,val
Your verification code is 475427.,1,train
Security code: 802426. Do not share.,1,train
That's one of the issues but california is okay. No snow so its manageable,0,train
745821 is your OTP to log in.,1,train
935376 is your OTP to log in.,1,train
Security code: 713293. Do not share.,1,train
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,train
Your verification code is 389513.,1,train
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0,train
Use 689507 to verify your account.,1,train
Enter 226191 to complete your login.,1,train
Security code: 491537. Do not share.,1,train
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0,train
Urgent: Your bank account is compromised. Call 531265 now.,1,train
"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""",0,train
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,val
Enter 449255 to complete your login.,1,train
"K, text me when you're on the way",0,train
Security code: 697915. Do not share.,1,train
Enter 819932 to complete your login.,1,train
Use 313113 to verify your account.,1,train
Win a new iPhone by entering code 263486 here!,1,train
No message..no responce..what happend?,0,train
Use 435404 to verify your account.,1,train
Use 629593 to verify your account.,1,train
I've reached already.,0,train
Enter 761324 to complete your login.,1,train
Your account will be locked. Enter 415198 at our fake portal.,1,train
Goodnight da thangam I really miss u dear.,0,train
Enter 227738 to complete your login.,1,val
Use 643013 to verify your account.,1,train
Security code: 486066. Do not share.,1,train
Security code: 110450. Do not share.,1,train
149723 is your OTP to log in.,1,train
Enter 362504 to complete your login.,1,train
Get a loan approved instantly. Reply with 545335.,1,train
Dear how is chechi. Did you talk to her,0,train
"Yup, leaving right now, be back soon",0,val
Use 514651 to verify your account.,1,train
105573 is your OTP to log in.,1,val
528730 is your OTP to log in.,1,train
R u in this continent?,0,train
Use 702852 to verify your account.,1,train
Your verification code is 365668.,1,val
Have you seen who's back at Holby?!,0,train
Use 224265 to verify your account.,1,train
Sorry i'm not free...,0,train
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0,train
Ugh. Gotta drive back to sd from la. My butt is sore.,0,train
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,train
Use 573777 to verify your account.,1,train
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,val
Use 636557 to verify your account.,1,train
Enter 221880 to complete your login.,1,train
Use 751810 to verify your account.,1,train
Enter 974188 to complete your login.,1,val
Yup n her fren lor. I'm meeting my fren at 730.,0,train
So u wan 2 come for our dinner tonight a not?,0,train
750568 is your OTP to log in.,1,train
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,0,train
Security code: 314876. Do not share.,1,train
"K I'll head out in a few mins, see you there",0,train
Your verification code is 491796.,1,train
Your verification code is 260755.,1,train
Enter 593942 to complete your login.,1,train
Enter 870099 to complete your login.,1,train
Security code: 940397. Do not share.,1,train
Use 839455 to verify your account.,1,val
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0,train
Your verification code is 185971.,1,train
391117 is your OTP to log in.,1,train
Your verification code is 416289.,1,train
274220 is your OTP to log in.,1,train
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",0,train
604569 is your OTP to log in.,1,train
I will vote for wherever my heart guides me,0,train
Your verification code is 363755.,1,train
Get a loan approved instantly. Reply with 991184.,1,train
Congratulations! You've won a free gift. Claim now using code 993711.,1,val
Security code: 172388. Do not share.,1,train
Enter 232335 to complete your login.,1,train
Urgent: Your bank account is compromised. Call 369201 now.,1,train
I gotta collect da car at 6 lei.,0,train
Use 899699 to verify your account.,1,train
"Aight, I'll ask a few of my roommates",0,train
Have you heard from this week?,0,train
Security code: 861960. Do not share.,1,train
Enter 689294 to complete your login.,1,train
How r ü going to send it to me?,0,train
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",0,train
Enter 925935 to complete your login.,1,train
722733 is your OTP to log in.,1,train
Use 140643 to verify your account.,1,train
Congratulations! You've won a free gift. Claim now using code 944923.,1,val
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0,train
Okie but i scared u say i fat... Then u dun wan me already...,0,train
Your verification code is 945246.,1,train
Security code: 846138. Do not share.,1,train
Hows the champ just leaving glasgow!,0,train
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,0,train
Hi dear we saw dear. We both are happy. Where you my battery is low,0,val
Security code: 125794. Do not share.,1,train
"Sorry, I'll call later",0,train
Use 439185 to verify your account.,1,train
Use 188590 to verify your account.,1,train
Enter 207353 to complete your login.,1,train
Yeah confirmed for you staying at  that weekend,0,train
Security code: 282262. Do not share.,1,train
"Just checked out, heading out to drop off my stuff now",0,train
Your verification code is 198329.,1,train
"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",0,train
Use 430767 to verify your account.,1,train
Use 399985 to verify your account.,1,train
Use 652378 to verify your account.,1,train
Your verification code is 222566.,1,val
"K, wat s tht incident?",0,train
Your verification code is 859013.,1,train
Congratulations! You've won a free gift. Claim now using code 172607.,1,train
Your verification code is 761816.,1,train
Otherwise had part time job na-tuition..,0,train
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0,train
Enter 862583 to complete your login.,1,train
Use 620228 to verify your account.,1,train
314333 is your OTP to log in.,1,val
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0,train
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0,train
Your verification code is 114011.,1,train
417903 is your OTP to log in.,1,train
Nt joking seriously i told,0,train
Security code: 582744. Do not share.,1,train
Enter 103211 to complete your login.,1,train
Use 340537 to verify your account.,1,train
Hope youre not having too much fun without me!! see u tomorrow love jess x,0,train
Use 112514 to verify your account.,1,train
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",0,train
Talk to g and x about that,0,train
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,0,train
How much i gave to you. Morning.,0,train
Maybe you should find something else to do instead???,0,train
679583 is your OTP to log in.,1,train
"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""",0,train
453513 is your OTP to log in.,1,train
Enter 878831 to complete your login.,1,train
Use 961836 to verify your account.,1,train
807961 is your OTP to log in.,1,val
We stopped to get ice cream and will go back after,0,train
Your verification code is 991710.,1,train
Use 731293 to verify your account.,1,train
Use 583799 to verify your account.,1,val
Use 595998 to verify your account.,1,train
Security code: 911937. Do not share.,1,train
I know you are serving. I mean what are you doing now.,0,val
645818 is your OTP to log in.,1,train
Your account will be locked. Enter 133338 at our fake portal.,1,train
Security code: 507655. Do not share.,1,train
972937 is your OTP to log in.,1,train
164486 is your OTP to log in.,1,val
Your verification code is 895339.,1,train
Enter 462059 to complete your login.,1,val
Use 706197 to verify your account.,1,train
"I'm in a meeting, call me later at",0,train
Security code: 425282. Do not share.,1,train
"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",0,train
Your verification code is 744355.,1,train
Security code: 168570. Do not share.,1,train
Enter 934447 to complete your login.,1,train
Win a new iPhone by entering code 831334 here!,1,train
Enter 903605 to complete your login.,1,train
"Mah b, I'll pick it up tomorrow",0,train
112765 is your OTP to log in.,1,train
Horrible gal. Me in sch doing some stuff. How come u got mc?,0,train
Otherwise had part time job na-tuition..,0,train
Your verification code is 808473.,1,val
Security code: 616168. Do not share.,1,train
Security code: 230470. Do not share.,1,train
Security code: 236460. Do not share.,1,train
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,val
296421 is your OTP to log in.,1,val
Your verification code is 457735.,1,train
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,0,train
Your verification code is 478959.,1,train
He also knows about lunch menu only da. . I know,0,train
Congratulations! You've won a free gift. Claim now using code 518102.,1,train
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",0,train
Use 155381 to verify your account.,1,train
Your verification code is 744806.,1,val
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,train
236365 is your OTP to log in.,1,val
Your verification code is 457832.,1,train
Your verification code is 764088.,1,train
Enter 633521 to complete your login.,1,val
Your verification code is 943083.,1,train
Enter 397780 to complete your login.,1,train
X course it 2yrs. Just so her messages on messenger lik you r sending me,0,val
Those were my exact intentions,0,val
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",0,train
Your verification code is 389510.,1,train
Use 961943 to verify your account.,1,train
613603 is your OTP to log in.,1,train
Enter 537347 to complete your login.,1,train
Enter 330160 to complete your login.,1,train
Enter 181446 to complete your login.,1,train
"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx""",0,train
"Hm good morning, headache anyone? :-)",0,train
Your account will be locked. Enter 323110 at our fake portal.,1,train
Use 760952 to verify your account.,1,train
Enter 655154 to complete your login.,1,train
Security code: 954199. Do not share.,1,train
Use 674439 to verify your account.,1,train
Enter 192599 to complete your login.,1,val
Call FREEPHONE 0800 542 0578 now!,0,train
You bad girl. I can still remember them,0,train
Use 496327 to verify your account.,1,train
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,train
Your verification code is 734961.,1,val
Use 942938 to verify your account.,1,val
Use 476399 to verify your account.,1,train
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,0,train
Use 301153 to verify your account.,1,train
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0,train
Use 951391 to verify your account.,1,train
Your verification code is 166521.,1,train
216023 is your OTP to log in.,1,train
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0,train
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,train
Ok Chinese food on its way. When I get fat you're paying for my lipo.,0,train
Correct. So how was work today,0,train
You call times job today ok umma and ask them to speed up,0,train
Congratulations! You've won a free gift. Claim now using code 999833.,1,train
Hui xin is in da lib.,0,train
Your verification code is 951422.,1,train
Security code: 607846. Do not share.,1,train
Use 781629 to verify your account.,1,train
He didn't see his shadow. We get an early spring yay,0,train
Convey my regards to him,0,val
Security code: 428556. Do not share.,1,train
Enter 270881 to complete your login.,1,train
Your verification code is 384461.,1,train
Security code: 571785. Do not share.,1,train
Please tell me you have some of that special stock you were talking about,0,train
Your verification code is 955997.,1,train
Security code: 814453. Do not share.,1,train
Security code: 682341. Do not share.,1,train
Enter 133128 to complete your login.,1,train
622214 is your OTP to log in.,1,train
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",0,val
Tell me something. Thats okay.,0,train
Enter 992124 to complete your login.,1,train
Urgent: Your bank account is compromised. Call 618852 now.,1,train
Enter 533794 to complete your login.,1,train
Use 451557 to verify your account.,1,train
Use 439300 to verify your account.,1,train
Enter 926269 to complete your login.,1,val
Midnight at the earliest,0,val
Use 163505 to verify your account.,1,train
203432 is your OTP to log in.,1,train
Your verification code is 816790.,1,train
790704 is your OTP to log in.,1,train
Win a new iPhone by entering code 192951 here!,1,train
Not course. Only maths one day one chapter with in one month we can finish.,0,train
Congratulations! You've won a free gift. Claim now using code 516589.,1,train
Your verification code is 997598.,1,train
Use 740367 to verify your account.,1,train
Your verification code is 954774.,1,train
Is toshiba portege m100 gd?,0,train
I'll probably be around mu a lot,0,train
Security code: 247753. Do not share.,1,train
Ok i am on the way to home hi hi,0,train
Mm i am on the way to railway,0,val
Security code: 467952. Do not share.,1,train
Use 848281 to verify your account.,1,val
Lol enjoy role playing much?,0,train
Great. So should i send you my account number.,0,train
Urgent: Your bank account is compromised. Call 100748 now.,1,train
Nationwide auto centre (or something like that) on Newport road. I liked them there,0,val
Your verification code is 936702.,1,train
Let me know when you've got the money so carlos can make the call,0,train
Use 233412 to verify your account.,1,train
We're finally ready fyi,0,train
Fine i miss you very much.,0,train
Security code: 180389. Do not share.,1,train
Use 221818 to verify your account.,1,train
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",0,train
Your verification code is 135009.,1,val
Dont think so. It turns off like randomlly within 5min of opening,0,train
Use 712869 to verify your account.,1,train
Use 391122 to verify your account.,1,train
394720 is your OTP to log in.,1,train
Enter 664380 to complete your login.,1,train
Your verification code is 835198.,1,train
113891 is your OTP to log in.,1,train
Enter 312126 to complete your login.,1,train
Your verification code is 953644.,1,train
Ok i msg u b4 i leave my house.,0,train
Use 351160 to verify your account.,1,train
i thought we were doing a king of the hill thing there.,0,train
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,0,train
Enter 202631 to complete your login.,1,train
I know you mood off today,0,train
Security code: 741674. Do not share.,1,train
Use 551853 to verify your account.,1,train
Enter 597127 to complete your login.,1,train
Enter 423077 to complete your login.,1,train
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,train
Security code: 255819. Do not share.,1,val
355552 is your OTP to log in.,1,train
Enter 850074 to complete your login.,1,train
my ex-wife was not able to have kids. Do you want kids one day?,0,val
Enter 496277 to complete your login.,1,train
409963 is your OTP to log in.,1,train
I'm in office now . I will call you  &lt;#&gt;  min:),0,train
Your account will be locked. Enter 155608 at our fake portal.,1,train
Win a new iPhone by entering code 676438 here!,1,train
Security code: 244571. Do not share.,1,train
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0,train
Shuhui has bought ron's present it's a swatch watch...,0,train
Security code: 181046. Do not share.,1,train
612077 is your OTP to log in.,1,train
Your verification code is 199597.,1,train
Urgent: Your bank account is compromised. Call 542086 now.,1,train
Your verification code is 725187.,1,train
Should I head straight there or what,0,train
Not sure I have the stomach for it ...,0,train
Your verification code is 804319.,1,val
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0,train
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",0,train
Security code: 994573. Do not share.,1,train
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,0,train
Security code: 480791. Do not share.,1,train
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,0,train
Use 725414 to verify your account.,1,val
Your verification code is 928427.,1,train
Ok thanx...,0,val
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,train
Sac needs to carry on:),0,train
Then i buy.,0,train
Ü dun need to pick ur gf?,0,train
Security code: 804036. Do not share.,1,train
681802 is your OTP to log in.,1,train
Enter 635225 to complete your login.,1,train
Your verification code is 939611.,1,train
Your verification code is 654424.,1,train
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,0,train
Ü neva tell me how i noe... I'm not at home in da aft wat...,0,train
Use 593634 to verify your account.,1,train
Why didn't u call on your lunch?,0,train
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0,train
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0,train
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0,train
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",0,val
Security code: 148888. Do not share.,1,train
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",0,train
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),0,train
Security code: 402198. Do not share.,1,train
Congratulations! You've won a free gift. Claim now using code 991828.,1,val
Congratulations! You've won a free gift. Claim now using code 403921.,1,train
Enter 317173 to complete your login.,1,train
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0,train
Enter 651738 to complete your login.,1,train
I finished my lunch already. U wake up already?,0,train
Use 621962 to verify your account.,1,train
Your verification code is 500530.,1,train
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0,train
856496 is your OTP to log in.,1,train
